ed,county,ab_military,affidavit,trump_con,trump_rep,fed,harris_dem,harris_wor,manually_counted_emergency,public_counter,scattered,Grand Total,harris_tot,trump_tot,prez_votes,
26027,Queens,34.0,3.0,8.0,75.0,3.0,96.0,6.0,0.0,148.0,1.0,374.0,102.0,83.0,185.0,
26028,Queens,81.0,21.0,24.0,409.0,6.0,391.0,23.0,0.0,757.0,9.0,1721.0,414.0,433.0,859.0,
26029,Queens,68.0,3.0,14.0,316.0,1.0,256.0,4.0,0.0,532.0,11.0,1205.0,260.0,330.0,603.0,
26030,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
26031,Queens,134.0,22.0,32.0,393.0,5.0,490.0,28.0,0.0,796.0,5.0,1905.0,518.0,425.0,952.0,
26032,Queens,105.0,20.0,39.0,349.0,9.0,464.0,39.0,0.0,786.0,16.0,1827.0,503.0,388.0,911.0,
26033,Queens,145.0,19.0,44.0,468.0,1.0,448.0,30.0,0.0,848.0,15.0,2018.0,478.0,512.0,1012.0,
26034,Queens,147.0,28.0,38.0,559.0,1.0,515.0,30.0,0.0,1000.0,26.0,2344.0,545.0,597.0,1175.0,
26035,Queens,70.0,17.0,32.0,302.0,3.0,317.0,20.0,0.0,589.0,6.0,1356.0,337.0,334.0,676.0,
26036,Queens,117.0,18.0,60.0,426.0,1.0,443.0,21.0,0.0,838.0,14.0,1938.0,464.0,486.0,973.0,
26037,Queens,99.0,11.0,24.0,406.0,2.0,334.0,8.0,0.0,680.0,17.0,1581.0,342.0,430.0,790.0,
26038,Queens,318.0,31.0,43.0,450.0,7.0,727.0,19.0,0.0,901.0,5.0,2501.0,746.0,493.0,1250.0,
26039,Queens,87.0,24.0,20.0,289.0,4.0,331.0,7.0,0.0,539.0,3.0,1304.0,338.0,309.0,650.0,
26040,Queens,115.0,13.0,19.0,251.0,1.0,329.0,15.0,0.0,489.0,2.0,1234.0,344.0,270.0,617.0,
26041,Queens,208.0,24.0,26.0,367.0,2.0,684.0,22.0,0.0,887.0,9.0,2229.0,706.0,393.0,1119.0,
26042,Queens,133.0,25.0,40.0,353.0,2.0,440.0,16.0,0.0,706.0,11.0,1726.0,456.0,393.0,864.0,
26043,Queens,188.0,29.0,24.0,369.0,7.0,599.0,23.0,0.0,812.0,11.0,2062.0,622.0,393.0,1029.0,
26044,Queens,201.0,28.0,32.0,383.0,4.0,479.0,7.0,0.0,689.0,9.0,1832.0,486.0,415.0,918.0,
26045,Queens,177.0,28.0,39.0,521.0,2.0,579.0,21.0,0.0,966.0,5.0,2338.0,600.0,560.0,1171.0,
26046,Queens,152.0,15.0,27.0,344.0,5.0,379.0,7.0,0.0,593.0,6.0,1528.0,386.0,371.0,760.0,
26047,Queens,4.0,1.0,1.0,31.0,0.0,16.0,0.0,0.0,43.0,,96.0,16.0,32.0,48.0,
26048,Queens,121.0,18.0,33.0,421.0,3.0,378.0,17.0,0.0,728.0,10.0,1729.0,395.0,454.0,867.0,
26049,Queens,83.0,17.0,25.0,395.0,1.0,297.0,17.0,0.0,645.0,7.0,1487.0,314.0,420.0,745.0,
26050,Queens,129.0,21.0,47.0,695.0,3.0,397.0,17.0,12.0,1002.0,3.0,2326.0,414.0,742.0,1164.0,
26051,Queens,61.0,10.0,22.0,235.0,4.0,214.0,10.0,0.0,420.0,10.0,986.0,224.0,257.0,491.0,
26052,Queens,87.0,7.0,34.0,368.0,3.0,321.0,25.0,0.0,682.0,22.0,1549.0,346.0,402.0,776.0,
26053,Queens,107.0,37.0,27.0,456.0,1.0,382.0,29.0,0.0,768.0,11.0,1818.0,411.0,483.0,912.0,
26054,Queens,133.0,33.0,34.0,480.0,1.0,494.0,33.0,0.0,889.0,9.0,2106.0,527.0,514.0,1055.0,
26055,Queens,149.0,27.0,34.0,511.0,2.0,498.0,29.0,0.0,918.0,16.0,2184.0,527.0,545.0,1094.0,
26056,Queens,121.0,27.0,37.0,441.0,3.0,431.0,34.0,0.0,815.0,12.0,1921.0,465.0,478.0,963.0,
26057,Queens,135.0,33.0,29.0,430.0,8.0,490.0,26.0,0.0,817.0,9.0,1977.0,516.0,459.0,985.0,
26058,Queens,26.0,13.0,7.0,155.0,1.0,156.0,6.0,0.0,290.0,4.0,658.0,162.0,162.0,329.0,
26059,Queens,97.0,13.0,41.0,406.0,1.0,474.0,30.0,0.0,863.0,16.0,1941.0,504.0,447.0,973.0,
26060,Queens,94.0,21.0,23.0,353.0,2.0,326.0,15.0,0.0,618.0,6.0,1458.0,341.0,376.0,733.0,
26061,Queens,123.0,21.0,31.0,429.0,1.0,488.0,28.0,0.0,851.0,13.0,1985.0,516.0,460.0,995.0,
26062,Queens,114.0,12.0,38.0,393.0,1.0,384.0,12.0,0.0,719.0,13.0,1686.0,396.0,431.0,845.0,
26063,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
26064,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
26065,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
26066,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
27001,Queens,69.0,13.0,16.0,225.0,1.0,148.0,5.0,5.0,317.0,5.0,804.0,153.0,241.0,404.0,
27002,Queens,118.0,27.0,18.0,270.0,8.0,650.0,42.0,0.0,859.0,19.0,2011.0,692.0,288.0,1004.0,
27003,Queens,121.0,37.0,20.0,310.0,4.0,723.0,52.0,0.0,971.0,20.0,2258.0,775.0,330.0,1129.0,
27004,Queens,192.0,22.0,18.0,265.0,10.0,712.0,70.0,0.0,876.0,22.0,2187.0,782.0,283.0,1090.0,
27005,Queens,232.0,23.0,20.0,301.0,12.0,805.0,57.0,0.0,940.0,18.0,2408.0,862.0,321.0,1195.0,
27006,Queens,136.0,7.0,16.0,197.0,9.0,433.0,38.0,0.0,551.0,14.0,1401.0,471.0,213.0,694.0,
27007,Queens,18.0,6.0,5.0,194.0,6.0,66.0,6.0,0.0,245.0,,546.0,72.0,199.0,269.0,
27008,Queens,53.0,13.0,12.0,174.0,2.0,218.0,10.0,0.0,360.0,12.0,854.0,228.0,186.0,426.0,
27009,Queens,41.0,27.0,21.0,386.0,8.0,229.0,17.0,0.0,591.0,13.0,1333.0,246.0,407.0,659.0,
27010,Queens,23.0,13.0,11.0,120.0,3.0,238.0,9.0,0.0,350.0,8.0,775.0,247.0,131.0,386.0,
27011,Queens,16.0,13.0,8.0,98.0,1.0,176.0,4.0,0.0,275.0,13.0,604.0,180.0,106.0,304.0,
27012,Queens,77.0,42.0,19.0,304.0,3.0,495.0,26.0,0.0,745.0,14.0,1725.0,521.0,323.0,864.0,
27013,Queens,148.0,36.0,19.0,351.0,5.0,368.0,20.0,0.0,590.0,9.0,1546.0,388.0,370.0,774.0,
27014,Queens,94.0,15.0,34.0,275.0,1.0,620.0,35.0,0.0,865.0,7.0,1946.0,655.0,309.0,974.0,
27015,Queens,123.0,25.0,34.0,300.0,1.0,651.0,40.0,0.0,904.0,20.0,2098.0,691.0,334.0,1052.0,
27016,Queens,42.0,11.0,15.0,156.0,0.0,334.0,17.0,0.0,476.0,3.0,1054.0,351.0,171.0,529.0,
27017,Queens,61.0,26.0,21.0,234.0,1.0,480.0,13.0,0.0,671.0,4.0,1511.0,493.0,255.0,758.0,
27018,Queens,27.0,15.0,15.0,98.0,0.0,293.0,5.0,0.0,380.0,5.0,838.0,298.0,113.0,422.0,
27019,Queens,84.0,26.0,16.0,397.0,3.0,392.0,22.0,0.0,740.0,13.0,1693.0,414.0,413.0,850.0,
27020,Queens,70.0,18.0,22.0,437.0,21.0,202.0,7.0,0.0,574.0,12.0,1363.0,209.0,459.0,662.0,
27021,Queens,82.0,14.0,22.0,494.0,10.0,355.0,11.0,0.0,795.0,5.0,1788.0,366.0,516.0,891.0,
27022,Queens,115.0,7.0,21.0,386.0,8.0,482.0,33.0,0.0,803.0,6.0,1861.0,515.0,407.0,925.0,
27023,Queens,67.0,25.0,22.0,542.0,15.0,229.0,8.0,0.0,705.0,6.0,1619.0,237.0,564.0,797.0,
27024,Queens,78.0,22.0,16.0,427.0,23.0,235.0,6.0,0.0,576.0,13.0,1396.0,241.0,443.0,676.0,
27025,Queens,75.0,32.0,38.0,758.0,38.0,223.0,6.0,0.0,897.0,11.0,2078.0,229.0,796.0,1004.0,
27026,Queens,14.0,13.0,1.0,80.0,1.0,148.0,9.0,0.0,223.0,10.0,499.0,157.0,81.0,250.0,
27027,Queens,79.0,23.0,34.0,882.0,35.0,111.0,3.0,0.0,924.0,19.0,2110.0,114.0,916.0,1026.0,
27028,Queens,84.0,25.0,28.0,493.0,8.0,345.0,16.0,0.0,784.0,11.0,1794.0,361.0,521.0,893.0,
27029,Queens,69.0,17.0,53.0,670.0,14.0,129.0,3.0,0.0,770.0,8.0,1733.0,132.0,723.0,856.0,
27030,Queens,63.0,4.0,15.0,284.0,3.0,202.0,6.0,0.0,447.0,4.0,1028.0,208.0,299.0,514.0,
27031,Queens,0.0,0.0,2.0,61.0,3.0,11.0,1.0,0.0,73.0,1.0,152.0,12.0,63.0,73.0,
27032,Queens,97.0,19.0,20.0,379.0,4.0,363.0,30.0,0.0,686.0,5.0,1603.0,393.0,399.0,802.0,
27033,Queens,71.0,13.0,24.0,456.0,5.0,379.0,24.0,0.0,808.0,11.0,1791.0,403.0,480.0,892.0,
27034,Queens,77.0,43.0,28.0,440.0,4.0,352.0,25.0,0.0,742.0,10.0,1721.0,377.0,468.0,862.0,
27035,Queens,84.0,14.0,24.0,394.0,3.0,335.0,29.0,0.0,696.0,12.0,1591.0,364.0,418.0,794.0,
27036,Queens,64.0,23.0,36.0,456.0,1.0,342.0,24.0,0.0,777.0,6.0,1729.0,366.0,492.0,864.0,
27037,Queens,81.0,29.0,27.0,431.0,2.0,351.0,30.0,0.0,740.0,5.0,1696.0,381.0,458.0,850.0,
27038,Queens,61.0,25.0,30.0,494.0,0.0,292.0,20.0,0.0,759.0,7.0,1688.0,312.0,524.0,845.0,
27039,Queens,85.0,18.0,37.0,587.0,6.0,269.0,23.0,0.0,821.0,8.0,1854.0,292.0,624.0,924.0,
27040,Queens,85.0,32.0,17.0,486.0,6.0,436.0,15.0,0.0,859.0,17.0,1953.0,451.0,503.0,976.0,
27041,Queens,46.0,3.0,14.0,252.0,1.0,115.0,7.0,0.0,342.0,2.0,782.0,122.0,266.0,391.0,
27042,Queens,113.0,21.0,63.0,921.0,6.0,250.0,11.0,0.0,1120.0,10.0,2515.0,261.0,984.0,1254.0,
27043,Queens,92.0,28.0,47.0,576.0,5.0,328.0,20.0,0.0,866.0,16.0,1978.0,348.0,623.0,986.0,
27044,Queens,92.0,23.0,31.0,655.0,2.0,267.0,6.0,0.0,862.0,10.0,1948.0,273.0,686.0,977.0,
27045,Queens,122.0,23.0,34.0,654.0,6.0,277.0,13.0,0.0,841.0,11.0,1981.0,290.0,688.0,986.0,
27046,Queens,23.0,2.0,10.0,143.0,2.0,45.0,2.0,0.0,173.0,,400.0,47.0,153.0,198.0,
27047,Queens,47.0,9.0,10.0,146.0,1.0,175.0,4.0,0.0,291.0,8.0,691.0,179.0,156.0,347.0,
27048,Queens,80.0,23.0,33.0,539.0,3.0,345.0,23.0,0.0,850.0,10.0,1906.0,368.0,572.0,953.0,
27049,Queens,102.0,26.0,44.0,557.0,5.0,365.0,13.0,0.0,866.0,12.0,1990.0,378.0,601.0,994.0,
27050,Queens,68.0,27.0,25.0,457.0,1.0,288.0,12.0,0.0,693.0,2.0,1573.0,300.0,482.0,788.0,
27051,Queens,99.0,18.0,28.0,378.0,4.0,362.0,10.0,0.0,673.0,12.0,1584.0,372.0,406.0,790.0,
27052,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
27053,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
27054,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
27055,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
27056,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
27057,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
27058,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
27059,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
27060,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
27061,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
27062,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
27063,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
27064,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
27065,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
27066,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
27067,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
27068,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
28001,Queens,31.0,13.0,7.0,107.0,0.0,179.0,17.0,0.0,290.0,22.0,666.0,196.0,114.0,334.0,
28002,Queens,171.0,47.0,40.0,358.0,14.0,816.0,101.0,0.0,1117.0,25.0,2689.0,917.0,398.0,1335.0,
28003,Queens,203.0,45.0,39.0,329.0,16.0,750.0,99.0,0.0,992.0,33.0,2506.0,849.0,368.0,1240.0,
28004,Queens,160.0,31.0,18.0,307.0,16.0,701.0,97.0,0.0,957.0,31.0,2318.0,798.0,325.0,1148.0,
28005,Queens,14.0,8.0,7.0,70.0,0.0,81.0,8.0,0.0,152.0,5.0,345.0,89.0,77.0,174.0,
28006,Queens,35.0,18.0,9.0,169.0,1.0,148.0,9.0,0.0,293.0,10.0,692.0,157.0,178.0,346.0,
28007,Queens,160.0,25.0,23.0,418.0,16.0,495.0,73.0,0.0,833.0,15.0,2058.0,568.0,441.0,1018.0,
28008,Queens,187.0,43.0,29.0,324.0,17.0,572.0,84.0,0.0,795.0,26.0,2077.0,656.0,353.0,1025.0,
28009,Queens,180.0,32.0,31.0,381.0,9.0,536.0,84.0,0.0,837.0,17.0,2107.0,620.0,412.0,1049.0,
28010,Queens,34.0,11.0,17.0,322.0,3.0,152.0,4.0,0.0,451.0,2.0,996.0,156.0,339.0,496.0,
28011,Queens,61.0,16.0,22.0,334.0,4.0,291.0,11.0,0.0,591.0,7.0,1337.0,302.0,356.0,668.0,
28012,Queens,80.0,22.0,50.0,575.0,3.0,273.0,12.0,0.0,816.0,5.0,1836.0,285.0,625.0,918.0,
28013,Queens,38.0,13.0,27.0,316.0,0.0,181.0,21.0,0.0,512.0,16.0,1124.0,202.0,343.0,563.0,
28014,Queens,67.0,22.0,26.0,500.0,3.0,311.0,21.0,0.0,778.0,7.0,1735.0,332.0,526.0,867.0,
28015,Queens,62.0,30.0,32.0,499.0,0.0,311.0,10.0,0.0,772.0,10.0,1726.0,321.0,531.0,864.0,
28016,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
28017,Queens,0.0,2.0,2.0,27.0,0.0,12.0,1.0,0.0,41.0,1.0,86.0,13.0,29.0,43.0,
28018,Queens,16.0,6.0,7.0,70.0,0.0,95.0,6.0,0.0,163.0,3.0,366.0,101.0,77.0,185.0,
28019,Queens,41.0,23.0,16.0,200.0,0.0,258.0,43.0,0.0,479.0,21.0,1081.0,301.0,216.0,543.0,
28020,Queens,86.0,27.0,16.0,342.0,2.0,402.0,79.0,0.0,748.0,14.0,1716.0,481.0,358.0,861.0,
28021,Queens,42.0,10.0,9.0,191.0,0.0,142.0,6.0,0.0,298.0,2.0,700.0,148.0,200.0,350.0,
28022,Queens,83.0,22.0,44.0,641.0,5.0,323.0,25.0,0.0,937.0,8.0,2088.0,348.0,685.0,1042.0,
28023,Queens,70.0,15.0,32.0,511.0,1.0,200.0,14.0,0.0,678.0,5.0,1526.0,214.0,543.0,763.0,
28024,Queens,79.0,17.0,38.0,675.0,5.0,371.0,31.0,0.0,1030.0,11.0,2257.0,402.0,713.0,1126.0,
28025,Queens,109.0,16.0,61.0,764.0,0.0,422.0,28.0,0.0,1177.0,12.0,2589.0,450.0,825.0,1302.0,
28026,Queens,101.0,13.0,31.0,493.0,6.0,356.0,25.0,0.0,808.0,13.0,1846.0,381.0,524.0,922.0,
28027,Queens,39.0,10.0,30.0,299.0,2.0,199.0,14.0,0.0,504.0,9.0,1106.0,213.0,329.0,553.0,
28028,Queens,39.0,19.0,19.0,178.0,0.0,237.0,24.0,0.0,415.0,11.0,942.0,261.0,197.0,473.0,
28029,Queens,173.0,14.0,21.0,310.0,5.0,609.0,49.0,0.0,830.0,30.0,2041.0,658.0,331.0,1017.0,
28030,Queens,206.0,21.0,37.0,363.0,13.0,799.0,52.0,0.0,1042.0,24.0,2557.0,851.0,400.0,1269.0,
28031,Queens,177.0,19.0,16.0,225.0,6.0,711.0,71.0,0.0,855.0,27.0,2107.0,782.0,241.0,1051.0,
28032,Queens,204.0,22.0,15.0,216.0,7.0,744.0,83.0,0.0,854.0,23.0,2168.0,827.0,231.0,1080.0,
28033,Queens,103.0,11.0,8.0,185.0,6.0,439.0,37.0,0.0,575.0,17.0,1381.0,476.0,193.0,689.0,
28034,Queens,130.0,21.0,17.0,258.0,8.0,510.0,49.0,0.0,693.0,12.0,1698.0,559.0,275.0,844.0,
28035,Queens,206.0,38.0,19.0,352.0,13.0,867.0,79.0,0.0,1091.0,20.0,2685.0,946.0,371.0,1335.0,
28036,Queens,48.0,4.0,3.0,73.0,2.0,208.0,24.0,0.0,264.0,6.0,632.0,232.0,76.0,316.0,
28037,Queens,118.0,20.0,22.0,327.0,10.0,621.0,63.0,2.0,909.0,14.0,2106.0,684.0,349.0,1049.0,
28038,Queens,118.0,23.0,17.0,256.0,7.0,551.0,50.0,0.0,742.0,12.0,1776.0,601.0,273.0,883.0,
28039,Queens,176.0,19.0,17.0,358.0,11.0,607.0,44.0,0.0,839.0,11.0,2082.0,651.0,375.0,1034.0,
28040,Queens,143.0,29.0,26.0,398.0,7.0,540.0,38.0,0.0,851.0,17.0,2049.0,578.0,424.0,1023.0,
28041,Queens,61.0,19.0,7.0,149.0,3.0,246.0,13.0,0.0,346.0,10.0,854.0,259.0,156.0,426.0,
28042,Queens,14.0,9.0,10.0,109.0,2.0,54.0,2.0,0.0,150.0,,350.0,56.0,119.0,173.0,
28043,Queens,91.0,22.0,30.0,574.0,9.0,411.0,29.0,0.0,933.0,8.0,2107.0,440.0,604.0,1046.0,
28044,Queens,70.0,22.0,18.0,526.0,4.0,274.0,14.0,0.0,752.0,12.0,1692.0,288.0,544.0,844.0,
28045,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
28046,Queens,102.0,25.0,33.0,409.0,8.0,518.0,42.0,0.0,885.0,11.0,2033.0,560.0,442.0,1012.0,
28047,Queens,88.0,23.0,23.0,281.0,2.0,362.0,23.0,0.0,593.0,14.0,1409.0,385.0,304.0,704.0,
28048,Queens,131.0,39.0,36.0,501.0,5.0,599.0,45.0,0.0,1027.0,13.0,2396.0,644.0,537.0,1197.0,
28049,Queens,67.0,14.0,15.0,230.0,3.0,290.0,24.0,0.0,485.0,7.0,1135.0,314.0,245.0,566.0,
28050,Queens,137.0,22.0,25.0,279.0,7.0,549.0,58.0,0.0,767.0,16.0,1860.0,607.0,304.0,926.0,
28051,Queens,132.0,32.0,13.0,257.0,11.0,574.0,57.0,0.0,754.0,22.0,1852.0,631.0,270.0,918.0,
28052,Queens,147.0,28.0,13.0,212.0,6.0,478.0,35.0,0.0,569.0,5.0,1493.0,513.0,225.0,744.0,
28053,Queens,175.0,30.0,22.0,309.0,18.0,700.0,59.0,0.0,905.0,26.0,2244.0,759.0,331.0,1110.0,
28054,Queens,134.0,10.0,35.0,368.0,13.0,561.0,59.0,0.0,893.0,20.0,2093.0,620.0,403.0,1037.0,
28055,Queens,136.0,19.0,22.0,339.0,14.0,532.0,39.0,0.0,789.0,18.0,1908.0,571.0,361.0,944.0,
28056,Queens,84.0,12.0,19.0,220.0,7.0,464.0,39.0,0.0,655.0,11.0,1511.0,503.0,239.0,751.0,
28057,Queens,140.0,24.0,22.0,270.0,7.0,429.0,38.0,0.0,615.0,19.0,1564.0,467.0,292.0,779.0,
28058,Queens,93.0,23.0,24.0,445.0,7.0,501.0,49.0,0.0,924.0,17.0,2083.0,550.0,469.0,1040.0,
28059,Queens,69.0,18.0,27.0,369.0,1.0,302.0,21.0,0.0,660.0,23.0,1490.0,323.0,396.0,747.0,
28060,Queens,91.0,20.0,18.0,416.0,4.0,280.0,31.0,0.0,654.0,15.0,1529.0,311.0,434.0,765.0,
28061,Queens,78.0,6.0,22.0,509.0,2.0,235.0,12.0,0.0,710.0,15.0,1589.0,247.0,531.0,794.0,
28062,Queens,193.0,24.0,15.0,401.0,10.0,664.0,38.0,1.0,911.0,13.0,2270.0,702.0,416.0,1129.0,
28063,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
28064,Queens,17.0,1.0,3.0,55.0,2.0,54.0,2.0,0.0,97.0,1.0,232.0,56.0,58.0,115.0,
28065,Queens,58.0,4.0,13.0,168.0,0.0,169.0,10.0,0.0,305.0,6.0,733.0,179.0,181.0,367.0,
28066,Queens,66.0,17.0,35.0,406.0,1.0,267.0,19.0,0.0,654.0,5.0,1470.0,286.0,441.0,737.0,
28067,Queens,9.0,4.0,4.0,105.0,0.0,67.0,3.0,0.0,172.0,4.0,368.0,70.0,109.0,185.0,
28068,Queens,24.0,4.0,5.0,126.0,2.0,78.0,4.0,0.0,186.0,2.0,431.0,82.0,131.0,214.0,
28069,Queens,31.0,4.0,5.0,54.0,0.0,139.0,17.0,0.0,187.0,5.0,442.0,156.0,59.0,222.0,
28070,Queens,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
28071,Queens,36.0,2.0,2.0,50.0,0.0,88.0,8.0,0.0,116.0,4.0,306.0,96.0,52.0,154.0,
28072,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
28073,Queens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
29001,Queens,88.0,26.0,15.0,76.0,3.0,905.0,17.0,0.0,901.0,1.0,2032.0,922.0,91.0,1015.0,
29002,Queens,82.0,33.0,4.0,80.0,1.0,863.0,15.0,0.0,856.0,5.0,1939.0,878.0,84.0,971.0,
29003,Queens,64.0,21.0,11.0,76.0,0.0,812.0,13.0,0.0,835.0,3.0,1835.0,825.0,87.0,920.0,
29004,Queens,81.0,34.0,6.0,83.0,1.0,832.0,15.0,0.0,827.0,3.0,1882.0,847.0,89.0,942.0,
29005,Queens,61.0,26.0,10.0,89.0,0.0,808.0,13.0,0.0,836.0,2.0,1845.0,821.0,99.0,923.0,
29006,Queens,81.0,27.0,9.0,109.0,1.0,804.0,13.0,0.0,845.0,8.0,1897.0,817.0,118.0,953.0,
29007,Queens,86.0,11.0,12.0,79.0,1.0,606.0,9.0,0.0,617.0,6.0,1427.0,615.0,91.0,714.0,
29008,Queens,80.0,19.0,9.0,56.0,0.0,588.0,16.0,0.0,576.0,4.0,1348.0,604.0,65.0,675.0,
29009,Queens,58.0,13.0,4.0,39.0,0.0,509.0,9.0,0.0,497.0,6.0,1135.0,518.0,43.0,568.0,
29010,Queens,93.0,20.0,7.0,53.0,1.0,1001.0,31.0,0.0,990.0,5.0,2201.0,1032.0,60.0,1103.0,
29011,Queens,84.0,23.0,8.0,52.0,0.0,902.0,16.0,0.0,884.0,10.0,1979.0,918.0,60.0,991.0,
29012,Queens,87.0,25.0,12.0,67.0,1.0,868.0,20.0,0.0,865.0,5.0,1950.0,888.0,79.0,977.0,
29013,Queens,99.0,17.0,6.0,55.0,0.0,919.0,11.0,0.0,884.0,3.0,1994.0,930.0,61.0,1000.0,
29014,Queens,101.0,26.0,10.0,73.0,2.0,850.0,14.0,0.0,825.0,2.0,1903.0,864.0,83.0,952.0,
29015,Queens,15.0,6.0,1.0,11.0,0.0,125.0,1.0,0.0,117.0,,276.0,126.0,12.0,138.0,
29016,Queens,12.0,5.0,1.0,13.0,0.0,181.0,3.0,0.0,184.0,2.0,401.0,184.0,14.0,201.0,
29017,Queens,43.0,24.0,7.0,59.0,0.0,542.0,4.0,0.0,552.0,5.0,1236.0,546.0,66.0,619.0,
29018,Queens,96.0,31.0,12.0,63.0,1.0,908.0,16.0,0.0,877.0,4.0,2008.0,924.0,75.0,1004.0,
29019,Queens,93.0,20.0,9.0,57.0,3.0,896.0,15.0,0.0,872.0,3.0,1968.0,911.0,66.0,985.0,
29020,Queens,69.0,24.0,6.0,45.0,1.0,706.0,9.0,0.0,678.0,3.0,1541.0,715.0,51.0,771.0,
29021,Queens,106.0,19.0,7.0,65.0,2.0,882.0,13.0,0.0,853.0,8.0,1955.0,895.0,72.0,978.0,
29022,Queens,79.0,16.0,6.0,36.0,3.0,781.0,6.0,0.0,746.0,8.0,1681.0,787.0,42.0,841.0,
29023,Queens,123.0,21.0,8.0,56.0,0.0,983.0,9.0,0.0,929.0,6.0,2135.0,992.0,64.0,1073.0,
29024,Queens,12.0,3.0,0.0,9.0,5.0,82.0,3.0,0.0,76.0,1.0,191.0,85.0,9.0,91.0,
29025,Queens,53.0,19.0,7.0,68.0,2.0,762.0,17.0,0.0,791.0,6.0,1725.0,779.0,75.0,863.0,
29026,Queens,7.0,3.0,1.0,16.0,0.0,159.0,3.0,0.0,171.0,1.0,361.0,162.0,17.0,181.0,
29027,Queens,84.0,18.0,9.0,67.0,4.0,838.0,20.0,0.0,838.0,6.0,1884.0,858.0,76.0,940.0,
29028,Queens,89.0,29.0,12.0,59.0,1.0,842.0,20.0,0.0,828.0,6.0,1886.0,862.0,71.0,946.0,
29029,Queens,94.0,30.0,15.0,100.0,1.0,932.0,21.0,0.0,953.0,7.0,2153.0,953.0,115.0,1077.0,
29030,Queens,177.0,23.0,7.0,103.0,0.0,837.0,22.0,0.0,786.0,5.0,1960.0,859.0,110.0,986.0,
29031,Queens,55.0,22.0,4.0,42.0,0.0,542.0,13.0,0.0,534.0,8.0,1220.0,555.0,46.0,611.0,
29032,Queens,42.0,11.0,4.0,36.0,1.0,420.0,6.0,0.0,422.0,4.0,946.0,426.0,40.0,475.0,
29033,Queens,44.0,11.0,10.0,40.0,0.0,442.0,13.0,0.0,455.0,3.0,1018.0,455.0,50.0,510.0,
29034,Queens,59.0,23.0,8.0,65.0,2.0,758.0,13.0,0.0,776.0,10.0,1714.0,771.0,73.0,858.0,
29035,Queens,52.0,21.0,9.0,76.0,0.0,555.0,7.0,0.0,590.0,13.0,1323.0,562.0,85.0,663.0,
29036,Queens,73.0,23.0,7.0,69.0,1.0,665.0,15.0,0.0,671.0,6.0,1530.0,680.0,76.0,767.0,
29037,Queens,55.0,9.0,3.0,55.0,3.0,698.0,13.0,0.0,721.0,9.0,1566.0,711.0,58.0,785.0,
