ed,county,ab_military,affidavit,trump_con,trump_rep,fed,harris_dem,harris_wor,manually_counted_emergency,public_counter,scattered,Grand Total,harris_tot,trump_tot,prez_votes,
57008,Kings,91.0,28.0,5.0,45.0,7.0,638.0,159.0,0.0,758.0,31.0,1762.0,797.0,50.0,877.0,
57009,Kings,70.0,24.0,2.0,29.0,8.0,543.0,118.0,0.0,621.0,23.0,1438.0,661.0,31.0,715.0,
57010,Kings,139.0,36.0,3.0,43.0,6.0,895.0,151.0,0.0,949.0,34.0,2256.0,1046.0,46.0,1124.0,
57011,Kings,99.0,21.0,6.0,35.0,11.0,763.0,172.0,0.0,877.0,24.0,2008.0,935.0,41.0,997.0,
57012,Kings,14.0,22.0,5.0,75.0,1.0,136.0,26.0,0.0,214.0,4.0,497.0,162.0,80.0,250.0,
57013,Kings,61.0,28.0,29.0,553.0,0.0,80.0,26.0,0.0,615.0,9.0,1401.0,106.0,582.0,704.0,
57014,Kings,29.0,14.0,17.0,215.0,4.0,169.0,42.0,0.0,411.0,10.0,911.0,211.0,232.0,454.0,
57015,Kings,92.0,40.0,11.0,46.0,6.0,663.0,86.0,0.0,687.0,18.0,1649.0,749.0,57.0,819.0,
57016,Kings,104.0,61.0,5.0,44.0,9.0,666.0,90.0,0.0,662.0,22.0,1663.0,756.0,49.0,827.0,
57017,Kings,232.0,73.0,8.0,105.0,9.0,1233.0,185.0,0.0,1260.0,32.0,3137.0,1418.0,113.0,1565.0,
57018,Kings,86.0,24.0,3.0,29.0,1.0,387.0,41.0,0.0,369.0,15.0,955.0,428.0,32.0,479.0,
57019,Kings,112.0,17.0,6.0,22.0,13.0,794.0,136.0,0.0,840.0,18.0,1958.0,930.0,28.0,969.0,
57020,Kings,76.0,38.0,3.0,35.0,14.0,701.0,138.0,0.0,780.0,25.0,1810.0,839.0,38.0,894.0,
57021,Kings,91.0,15.0,1.0,23.0,9.0,587.0,132.0,0.0,656.0,25.0,1539.0,719.0,24.0,762.0,
57022,Kings,98.0,37.0,4.0,31.0,12.0,722.0,169.0,0.0,802.0,19.0,1894.0,891.0,35.0,937.0,
57023,Kings,116.0,29.0,0.0,24.0,5.0,743.0,124.0,0.0,764.0,16.0,1821.0,867.0,24.0,909.0,
57024,Kings,61.0,11.0,3.0,21.0,5.0,368.0,82.0,0.0,426.0,22.0,999.0,450.0,24.0,498.0,
57025,Kings,50.0,29.0,13.0,200.0,7.0,324.0,55.0,0.0,528.0,20.0,1226.0,379.0,213.0,607.0,
57026,Kings,86.0,33.0,5.0,41.0,3.0,542.0,72.0,0.0,564.0,22.0,1368.0,614.0,46.0,683.0,
57027,Kings,101.0,29.0,0.0,30.0,14.0,801.0,135.0,0.0,851.0,27.0,1988.0,936.0,30.0,981.0,
57028,Kings,85.0,27.0,11.0,65.0,4.0,914.0,75.0,0.0,972.0,17.0,2170.0,989.0,76.0,1084.0,
57029,Kings,91.0,28.0,3.0,22.0,13.0,643.0,134.0,0.0,700.0,22.0,1656.0,777.0,25.0,819.0,
57030,Kings,133.0,32.0,13.0,73.0,3.0,995.0,90.0,0.0,1037.0,13.0,2389.0,1085.0,86.0,1202.0,
57031,Kings,28.0,22.0,15.0,83.0,0.0,570.0,27.0,0.0,653.0,5.0,1403.0,597.0,98.0,703.0,
57032,Kings,94.0,50.0,5.0,84.0,1.0,569.0,106.0,0.0,650.0,20.0,1579.0,675.0,89.0,794.0,
57033,Kings,96.0,54.0,3.0,29.0,4.0,732.0,165.0,0.0,828.0,41.0,1952.0,897.0,32.0,978.0,
57034,Kings,129.0,46.0,6.0,24.0,3.0,801.0,187.0,0.0,888.0,35.0,2119.0,988.0,30.0,1063.0,
57035,Kings,88.0,38.0,6.0,52.0,5.0,695.0,146.0,0.0,818.0,38.0,1886.0,841.0,58.0,944.0,
57036,Kings,64.0,24.0,4.0,42.0,5.0,668.0,142.0,0.0,801.0,31.0,1781.0,810.0,46.0,889.0,
57037,Kings,113.0,33.0,2.0,41.0,7.0,780.0,188.0,0.0,923.0,57.0,2144.0,968.0,43.0,1069.0,
57038,Kings,89.0,38.0,2.0,31.0,3.0,551.0,106.0,0.0,597.0,32.0,1449.0,657.0,33.0,724.0,
57039,Kings,71.0,33.0,1.0,24.0,2.0,471.0,82.0,0.0,493.0,15.0,1192.0,553.0,25.0,597.0,
57040,Kings,41.0,22.0,2.0,14.0,2.0,416.0,108.0,0.0,502.0,20.0,1127.0,524.0,16.0,565.0,
57041,Kings,48.0,18.0,2.0,15.0,1.0,386.0,103.0,0.0,469.0,26.0,1068.0,489.0,17.0,535.0,
57042,Kings,59.0,25.0,3.0,15.0,3.0,428.0,82.0,0.0,461.0,15.0,1091.0,510.0,18.0,545.0,
57043,Kings,99.0,36.0,4.0,27.0,13.0,885.0,192.0,0.0,992.0,26.0,2274.0,1077.0,31.0,1127.0,
57044,Kings,79.0,24.0,5.0,18.0,10.0,672.0,146.0,0.0,754.0,22.0,1730.0,818.0,23.0,857.0,
57045,Kings,102.0,25.0,2.0,18.0,5.0,565.0,111.0,0.0,594.0,23.0,1445.0,676.0,20.0,721.0,
57046,Kings,116.0,25.0,1.0,15.0,5.0,731.0,158.0,0.0,800.0,30.0,1881.0,889.0,16.0,941.0,
57047,Kings,139.0,39.0,4.0,22.0,10.0,773.0,192.0,0.0,855.0,42.0,2076.0,965.0,26.0,1033.0,
57048,Kings,117.0,55.0,5.0,43.0,10.0,893.0,163.0,0.0,968.0,37.0,2291.0,1056.0,48.0,1140.0,
57049,Kings,138.0,34.0,5.0,21.0,11.0,871.0,198.0,0.0,967.0,41.0,2286.0,1069.0,26.0,1139.0,
57050,Kings,89.0,40.0,7.0,27.0,1.0,699.0,181.0,0.0,816.0,26.0,1886.0,880.0,34.0,945.0,
57051,Kings,106.0,31.0,3.0,45.0,13.0,990.0,210.0,1.0,1144.0,39.0,2582.0,1200.0,48.0,1282.0,
57052,Kings,55.0,19.0,4.0,24.0,10.0,535.0,149.0,0.0,655.0,25.0,1476.0,684.0,28.0,729.0,
57053,Kings,68.0,26.0,2.0,35.0,0.0,478.0,96.0,0.0,549.0,21.0,1275.0,574.0,37.0,643.0,
57054,Kings,73.0,22.0,4.0,32.0,9.0,459.0,196.0,0.0,653.0,55.0,1503.0,655.0,36.0,748.0,
57055,Kings,76.0,26.0,3.0,27.0,5.0,634.0,166.0,0.0,763.0,35.0,1735.0,800.0,30.0,865.0,
57056,Kings,127.0,34.0,5.0,32.0,7.0,713.0,118.0,0.0,742.0,33.0,1811.0,831.0,37.0,903.0,
57057,Kings,105.0,34.0,3.0,32.0,10.0,790.0,149.0,0.0,863.0,27.0,2013.0,939.0,35.0,1002.0,
57058,Kings,65.0,19.0,3.0,16.0,3.0,554.0,137.0,0.0,651.0,23.0,1471.0,691.0,19.0,735.0,
57059,Kings,69.0,19.0,6.0,15.0,3.0,505.0,143.0,0.0,609.0,24.0,1393.0,648.0,21.0,697.0,
57060,Kings,77.0,44.0,11.0,32.0,3.0,882.0,171.0,0.0,1025.0,39.0,2284.0,1053.0,43.0,1146.0,
57061,Kings,101.0,41.0,7.0,49.0,2.0,830.0,125.0,0.0,901.0,24.0,2080.0,955.0,56.0,1043.0,
57062,Kings,63.0,24.0,6.0,33.0,3.0,597.0,90.0,0.0,661.0,20.0,1497.0,687.0,39.0,748.0,
57063,Kings,92.0,19.0,5.0,43.0,1.0,733.0,135.0,0.0,839.0,27.0,1894.0,868.0,48.0,950.0,
57064,Kings,49.0,17.0,7.0,35.0,3.0,567.0,51.0,0.0,617.0,18.0,1364.0,618.0,42.0,683.0,
57065,Kings,58.0,36.0,17.0,71.0,2.0,715.0,45.0,0.0,768.0,6.0,1718.0,760.0,88.0,862.0,
57066,Kings,62.0,15.0,4.0,26.0,1.0,458.0,43.0,0.0,467.0,11.0,1087.0,501.0,30.0,544.0,
57067,Kings,10.0,1.0,0.0,5.0,1.0,74.0,3.0,0.0,71.0,1.0,166.0,77.0,5.0,82.0,
57068,Kings,5.0,1.0,0.0,2.0,1.0,52.0,24.0,0.0,72.0,1.0,158.0,76.0,2.0,78.0,
57069,Kings,14.0,2.0,0.0,8.0,0.0,102.0,21.0,0.0,120.0,3.0,270.0,123.0,8.0,136.0,
57070,Kings,56.0,22.0,2.0,25.0,2.0,393.0,68.0,0.0,420.0,9.0,997.0,461.0,27.0,498.0,
57071,Kings,55.0,15.0,25.0,363.0,0.0,140.0,25.0,0.0,502.0,9.0,1134.0,165.0,388.0,572.0,
57072,Kings,19.0,9.0,2.0,44.0,2.0,194.0,39.0,0.0,270.0,18.0,597.0,233.0,46.0,298.0,
57073,Kings,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
57074,Kings,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
57075,Kings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
57076,Kings,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
57077,Kings,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
57078,Kings,2.0,0.0,0.0,2.0,0.0,12.0,1.0,0.0,20.0,7.0,44.0,13.0,2.0,22.0,
57079,Kings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
57080,Kings,44.0,5.0,0.0,9.0,1.0,160.0,31.0,0.0,158.0,8.0,416.0,191.0,9.0,207.0,
57081,Kings,5.0,2.0,1.0,3.0,0.0,28.0,3.0,0.0,30.0,2.0,74.0,31.0,4.0,37.0,
57082,Kings,37.0,13.0,5.0,16.0,2.0,269.0,57.0,0.0,308.0,9.0,716.0,326.0,21.0,358.0,
57083,Kings,0.0,1.0,0.0,1.0,0.0,9.0,1.0,0.0,11.0,1.0,24.0,10.0,1.0,12.0,
57084,Kings,22.0,7.0,1.0,14.0,2.0,177.0,35.0,0.0,202.0,6.0,466.0,212.0,15.0,231.0,
57085,Kings,46.0,13.0,0.0,10.0,1.0,218.0,49.0,0.0,239.0,20.0,596.0,267.0,10.0,298.0,
58001,Kings,54.0,13.0,6.0,42.0,1.0,454.0,10.0,0.0,449.0,1.0,1030.0,464.0,48.0,516.0,
58002,Kings,35.0,15.0,10.0,28.0,1.0,488.0,5.0,0.0,484.0,3.0,1069.0,493.0,38.0,534.0,
58003,Kings,47.0,28.0,5.0,43.0,2.0,683.0,11.0,0.0,681.0,7.0,1507.0,694.0,48.0,756.0,
58004,Kings,4.0,3.0,0.0,4.0,0.0,28.0,0.0,0.0,25.0,,64.0,28.0,4.0,32.0,
58005,Kings,36.0,13.0,7.0,37.0,0.0,479.0,15.0,1.0,504.0,9.0,1101.0,494.0,44.0,554.0,
58006,Kings,50.0,20.0,4.0,37.0,0.0,496.0,18.0,0.0,497.0,9.0,1131.0,514.0,41.0,567.0,
58007,Kings,40.0,27.0,2.0,44.0,1.0,691.0,6.0,0.0,678.0,1.0,1490.0,697.0,46.0,745.0,
58008,Kings,38.0,20.0,4.0,44.0,1.0,667.0,11.0,0.0,683.0,9.0,1477.0,678.0,48.0,741.0,
58009,Kings,41.0,22.0,7.0,44.0,2.0,621.0,6.0,0.0,625.0,3.0,1371.0,627.0,51.0,688.0,
58010,Kings,44.0,20.0,4.0,41.0,0.0,513.0,7.0,0.0,514.0,2.0,1145.0,520.0,45.0,578.0,
58011,Kings,72.0,22.0,6.0,70.0,1.0,791.0,15.0,0.0,805.0,8.0,1790.0,806.0,76.0,899.0,
58012,Kings,39.0,17.0,10.0,65.0,2.0,566.0,12.0,0.0,608.0,7.0,1326.0,578.0,75.0,664.0,
58013,Kings,59.0,44.0,7.0,65.0,0.0,758.0,4.0,0.0,739.0,4.0,1680.0,762.0,72.0,842.0,
58014,Kings,37.0,38.0,4.0,40.0,0.0,682.0,11.0,0.0,672.0,3.0,1487.0,693.0,44.0,747.0,
58015,Kings,56.0,22.0,6.0,34.0,0.0,687.0,9.0,0.0,675.0,8.0,1497.0,696.0,40.0,753.0,
58016,Kings,25.0,30.0,8.0,53.0,0.0,584.0,12.0,0.0,612.0,6.0,1330.0,596.0,61.0,667.0,
58017,Kings,37.0,35.0,3.0,58.0,0.0,606.0,15.0,0.0,617.0,2.0,1373.0,621.0,61.0,689.0,
58018,Kings,52.0,20.0,12.0,48.0,0.0,688.0,7.0,0.0,691.0,1.0,1519.0,695.0,60.0,763.0,
58019,Kings,34.0,34.0,4.0,35.0,0.0,560.0,10.0,0.0,546.0,1.0,1224.0,570.0,39.0,614.0,
58020,Kings,21.0,17.0,6.0,19.0,0.0,384.0,12.0,0.0,394.0,3.0,856.0,396.0,25.0,432.0,
58021,Kings,33.0,24.0,7.0,40.0,0.0,601.0,9.0,0.0,605.0,1.0,1320.0,610.0,47.0,662.0,
58022,Kings,17.0,33.0,3.0,8.0,0.0,208.0,4.0,0.0,177.0,1.0,451.0,212.0,11.0,227.0,
58023,Kings,48.0,27.0,7.0,37.0,1.0,657.0,2.0,0.0,635.0,3.0,1417.0,659.0,44.0,710.0,
58024,Kings,4.0,1.0,1.0,3.0,0.0,24.0,2.0,0.0,26.0,,61.0,26.0,4.0,31.0,
58025,Kings,68.0,29.0,1.0,33.0,1.0,685.0,23.0,0.0,665.0,9.0,1514.0,708.0,34.0,762.0,
58026,Kings,45.0,26.0,4.0,40.0,3.0,637.0,9.0,0.0,622.0,3.0,1389.0,646.0,44.0,693.0,
58027,Kings,52.0,22.0,6.0,27.0,0.0,650.0,9.0,0.0,628.0,2.0,1396.0,659.0,33.0,702.0,
58028,Kings,57.0,15.0,7.0,47.0,0.0,752.0,21.0,0.0,769.0,7.0,1675.0,773.0,54.0,841.0,
58029,Kings,38.0,14.0,2.0,38.0,2.0,600.0,11.0,0.0,607.0,5.0,1317.0,611.0,40.0,659.0,
58030,Kings,29.0,6.0,2.0,22.0,1.0,430.0,4.0,0.0,426.0,1.0,921.0,434.0,24.0,461.0,
58031,Kings,36.0,15.0,6.0,28.0,1.0,548.0,8.0,0.0,543.0,2.0,1187.0,556.0,34.0,594.0,
58032,Kings,51.0,16.0,6.0,36.0,0.0,656.0,14.0,0.0,653.0,4.0,1436.0,670.0,42.0,720.0,
58033,Kings,55.0,19.0,10.0,38.0,1.0,620.0,10.0,0.0,620.0,10.0,1383.0,630.0,48.0,694.0,
58034,Kings,50.0,32.0,10.0,39.0,3.0,576.0,33.0,0.0,586.0,8.0,1337.0,609.0,49.0,668.0,
58035,Kings,52.0,10.0,8.0,40.0,2.0,770.0,18.0,0.0,784.0,6.0,1690.0,788.0,48.0,846.0,
58036,Kings,43.0,18.0,9.0,31.0,1.0,551.0,6.0,0.0,547.0,8.0,1214.0,557.0,40.0,608.0,
58037,Kings,83.0,34.0,13.0,50.0,3.0,750.0,34.0,0.0,743.0,7.0,1717.0,784.0,63.0,860.0,
58038,Kings,54.0,25.0,5.0,35.0,1.0,531.0,21.0,0.0,519.0,4.0,1195.0,552.0,40.0,598.0,
58039,Kings,65.0,23.0,8.0,37.0,0.0,585.0,16.0,0.0,569.0,5.0,1308.0,601.0,45.0,657.0,
58040,Kings,45.0,17.0,4.0,45.0,1.0,622.0,23.0,0.0,651.0,14.0,1422.0,645.0,49.0,713.0,
58041,Kings,59.0,23.0,5.0,39.0,0.0,592.0,18.0,0.0,592.0,14.0,1342.0,610.0,44.0,674.0,
58042,Kings,49.0,13.0,4.0,37.0,1.0,657.0,16.0,0.0,671.0,12.0,1460.0,673.0,41.0,733.0,
58043,Kings,58.0,14.0,6.0,34.0,0.0,601.0,24.0,0.0,603.0,6.0,1346.0,625.0,40.0,675.0,
58044,Kings,45.0,15.0,10.0,35.0,2.0,548.0,15.0,0.0,563.0,12.0,1245.0,563.0,45.0,623.0,
58045,Kings,29.0,12.0,2.0,36.0,2.0,482.0,9.0,0.0,494.0,4.0,1070.0,491.0,38.0,535.0,
58046,Kings,24.0,9.0,7.0,11.0,1.0,334.0,7.0,0.0,330.0,3.0,726.0,341.0,18.0,363.0,
58047,Kings,2.0,1.0,1.0,6.0,0.0,92.0,1.0,0.0,97.0,,200.0,93.0,7.0,100.0,
58048,Kings,31.0,11.0,3.0,34.0,0.0,319.0,7.0,0.0,326.0,1.0,732.0,326.0,37.0,368.0,
58049,Kings,49.0,11.0,4.0,15.0,1.0,455.0,10.0,0.0,428.0,1.0,974.0,465.0,19.0,488.0,
58050,Kings,24.0,11.0,1.0,43.0,0.0,454.0,12.0,0.0,483.0,6.0,1034.0,466.0,44.0,518.0,
58051,Kings,36.0,20.0,8.0,29.0,11.0,569.0,6.0,0.0,556.0,4.0,1239.0,575.0,37.0,612.0,
58052,Kings,36.0,16.0,4.0,26.0,1.0,542.0,6.0,0.0,534.0,4.0,1169.0,548.0,30.0,586.0,
58053,Kings,53.0,34.0,10.0,45.0,1.0,865.0,10.0,0.0,861.0,8.0,1887.0,875.0,55.0,948.0,
58054,Kings,11.0,3.0,0.0,17.0,0.0,233.0,2.0,0.0,239.0,,505.0,235.0,17.0,253.0,
58055,Kings,61.0,74.0,10.0,42.0,3.0,534.0,7.0,0.0,462.0,1.0,1194.0,541.0,52.0,597.0,
58056,Kings,35.0,11.0,4.0,48.0,0.0,498.0,12.0,0.0,528.0,3.0,1139.0,510.0,52.0,574.0,
58057,Kings,61.0,18.0,10.0,93.0,0.0,808.0,16.0,0.0,868.0,9.0,1883.0,824.0,103.0,947.0,
58058,Kings,43.0,15.0,11.0,60.0,0.0,836.0,8.0,0.0,867.0,3.0,1843.0,844.0,71.0,925.0,
58059,Kings,80.0,18.0,10.0,60.0,4.0,760.0,14.0,0.0,753.0,8.0,1707.0,774.0,70.0,851.0,
58060,Kings,71.0,21.0,14.0,79.0,1.0,834.0,13.0,0.0,859.0,5.0,1897.0,847.0,93.0,951.0,
58061,Kings,42.0,6.0,2.0,54.0,0.0,554.0,9.0,0.0,579.0,4.0,1250.0,563.0,56.0,627.0,
58062,Kings,63.0,37.0,12.0,63.0,3.0,743.0,16.0,0.0,735.0,1.0,1673.0,759.0,75.0,835.0,
58063,Kings,48.0,16.0,9.0,35.0,1.0,633.0,11.0,0.0,632.0,2.0,1387.0,644.0,44.0,696.0,
58064,Kings,32.0,12.0,4.0,15.0,0.0,287.0,5.0,0.0,274.0,4.0,633.0,292.0,19.0,318.0,
58065,Kings,43.0,27.0,4.0,41.0,0.0,555.0,7.0,0.0,546.0,3.0,1226.0,562.0,45.0,616.0,
58066,Kings,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
58067,Kings,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
58068,Kings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
58069,Kings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
58070,Kings,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,4.0,2.0,0.0,2.0,
59001,Kings,28.0,20.0,10.0,44.0,0.0,357.0,8.0,0.0,380.0,7.0,854.0,365.0,54.0,428.0,
59002,Kings,47.0,29.0,4.0,59.0,3.0,604.0,22.0,0.0,623.0,5.0,1396.0,626.0,63.0,699.0,
59003,Kings,52.0,19.0,8.0,68.0,1.0,830.0,11.0,0.0,859.0,6.0,1854.0,841.0,76.0,930.0,
59004,Kings,64.0,18.0,15.0,70.0,1.0,794.0,17.0,0.0,822.0,2.0,1803.0,811.0,85.0,904.0,
59005,Kings,58.0,17.0,7.0,77.0,2.0,791.0,18.0,0.0,834.0,8.0,1812.0,809.0,84.0,909.0,
59006,Kings,46.0,12.0,12.0,53.0,2.0,794.0,9.0,0.0,823.0,7.0,1758.0,803.0,65.0,881.0,
59007,Kings,44.0,21.0,3.0,50.0,1.0,817.0,15.0,0.0,831.0,4.0,1786.0,832.0,53.0,896.0,
59008,Kings,57.0,22.0,10.0,50.0,2.0,800.0,10.0,0.0,797.0,4.0,1752.0,810.0,60.0,876.0,
59009,Kings,63.0,21.0,8.0,39.0,0.0,896.0,16.0,0.0,889.0,8.0,1940.0,912.0,47.0,973.0,
59010,Kings,50.0,23.0,16.0,75.0,0.0,684.0,12.0,0.0,727.0,6.0,1593.0,696.0,91.0,800.0,
59011,Kings,64.0,20.0,10.0,62.0,2.0,733.0,26.0,0.0,758.0,6.0,1681.0,759.0,72.0,842.0,
59012,Kings,46.0,21.0,5.0,64.0,2.0,708.0,22.0,0.0,737.0,4.0,1609.0,730.0,69.0,804.0,
59013,Kings,30.0,20.0,10.0,50.0,0.0,790.0,9.0,0.0,821.0,5.0,1735.0,799.0,60.0,871.0,
59014,Kings,36.0,11.0,9.0,47.0,0.0,489.0,13.0,0.0,516.0,1.0,1122.0,502.0,56.0,563.0,
59015,Kings,32.0,14.0,3.0,31.0,0.0,426.0,4.0,0.0,425.0,2.0,937.0,430.0,34.0,471.0,
59016,Kings,49.0,14.0,3.0,52.0,0.0,616.0,13.0,0.0,640.0,7.0,1394.0,629.0,55.0,703.0,
59017,Kings,44.0,22.0,3.0,62.0,0.0,799.0,13.0,0.0,818.0,,1761.0,812.0,65.0,884.0,
59018,Kings,39.0,28.0,6.0,47.0,0.0,773.0,18.0,0.0,794.0,3.0,1708.0,791.0,53.0,861.0,
59019,Kings,31.0,25.0,8.0,52.0,0.0,745.0,8.0,0.0,765.0,2.0,1636.0,753.0,60.0,821.0,
59020,Kings,45.0,14.0,8.0,36.0,3.0,638.0,5.0,0.0,634.0,2.0,1385.0,643.0,44.0,693.0,
59021,Kings,57.0,26.0,5.0,64.0,0.0,748.0,15.0,0.0,759.0,3.0,1677.0,763.0,69.0,842.0,
59022,Kings,43.0,23.0,8.0,32.0,0.0,637.0,7.0,0.0,630.0,4.0,1384.0,644.0,40.0,696.0,
59023,Kings,18.0,16.0,8.0,26.0,1.0,318.0,10.0,0.0,331.0,1.0,729.0,328.0,34.0,365.0,
59024,Kings,33.0,16.0,4.0,38.0,0.0,393.0,13.0,0.0,404.0,1.0,902.0,406.0,42.0,453.0,
59025,Kings,33.0,23.0,8.0,52.0,0.0,345.0,10.0,0.0,370.0,,841.0,355.0,60.0,426.0,
59026,Kings,22.0,18.0,3.0,26.0,0.0,475.0,10.0,0.0,477.0,1.0,1032.0,485.0,29.0,517.0,
59027,Kings,42.0,35.0,13.0,45.0,0.0,652.0,14.0,0.0,662.0,5.0,1468.0,666.0,58.0,739.0,
59028,Kings,31.0,21.0,12.0,37.0,1.0,484.0,14.0,0.0,504.0,3.0,1107.0,498.0,49.0,556.0,
59029,Kings,57.0,16.0,11.0,86.0,1.0,550.0,18.0,0.0,603.0,4.0,1346.0,568.0,97.0,676.0,
59030,Kings,34.0,19.0,18.0,88.0,0.0,539.0,17.0,0.0,622.0,10.0,1347.0,556.0,106.0,675.0,
59031,Kings,16.0,6.0,2.0,28.0,0.0,195.0,9.0,0.0,215.0,1.0,472.0,204.0,30.0,237.0,
59032,Kings,54.0,23.0,10.0,66.0,0.0,732.0,13.0,0.0,758.0,7.0,1663.0,745.0,76.0,835.0,
59033,Kings,62.0,21.0,23.0,231.0,1.0,557.0,11.0,0.0,759.0,13.0,1678.0,568.0,254.0,842.0,
59034,Kings,50.0,26.0,14.0,113.0,3.0,529.0,20.0,0.0,615.0,14.0,1384.0,549.0,127.0,691.0,
59035,Kings,21.0,5.0,0.0,43.0,1.0,247.0,16.0,0.0,280.0,,613.0,263.0,43.0,306.0,
59036,Kings,42.0,20.0,18.0,118.0,1.0,639.0,21.0,0.0,747.0,8.0,1614.0,660.0,136.0,809.0,
59037,Kings,60.0,17.0,16.0,172.0,1.0,655.0,16.0,0.0,802.0,16.0,1755.0,671.0,188.0,879.0,
59038,Kings,60.0,20.0,17.0,169.0,0.0,582.0,26.0,0.0,729.0,8.0,1611.0,608.0,186.0,809.0,
59039,Kings,72.0,27.0,14.0,156.0,0.0,738.0,20.0,0.0,848.0,12.0,1887.0,758.0,170.0,947.0,
59040,Kings,15.0,4.0,9.0,158.0,0.0,47.0,0.0,0.0,197.0,1.0,431.0,47.0,167.0,216.0,
59041,Kings,52.0,28.0,18.0,192.0,0.0,562.0,14.0,0.0,718.0,7.0,1591.0,576.0,210.0,798.0,
59042,Kings,58.0,30.0,27.0,549.0,0.0,337.0,12.0,0.0,846.0,7.0,1866.0,349.0,576.0,934.0,
59043,Kings,76.0,22.0,19.0,409.0,5.0,510.0,20.0,0.0,875.0,15.0,1951.0,530.0,428.0,973.0,
59044,Kings,57.0,14.0,33.0,432.0,3.0,236.0,7.0,0.0,642.0,6.0,1430.0,243.0,465.0,713.0,
59045,Kings,75.0,28.0,25.0,398.0,2.0,501.0,12.0,0.0,855.0,16.0,1912.0,513.0,423.0,958.0,
59046,Kings,73.0,17.0,38.0,632.0,6.0,331.0,17.0,0.0,939.0,8.0,2061.0,348.0,670.0,1029.0,
59047,Kings,74.0,16.0,20.0,635.0,3.0,100.0,8.0,0.0,680.0,6.0,1542.0,108.0,655.0,770.0,
59048,Kings,103.0,41.0,39.0,793.0,8.0,162.0,6.0,0.0,861.0,6.0,2019.0,168.0,832.0,1005.0,
59049,Kings,93.0,33.0,32.0,774.0,6.0,183.0,9.0,0.0,877.0,2.0,2009.0,192.0,806.0,1003.0,
59050,Kings,80.0,15.0,38.0,707.0,0.0,195.0,11.0,0.0,865.0,6.0,1917.0,206.0,745.0,960.0,
59051,Kings,25.0,12.0,30.0,289.0,2.0,133.0,12.0,0.0,438.0,7.0,948.0,145.0,319.0,475.0,
59052,Kings,72.0,11.0,43.0,451.0,1.0,279.0,11.0,0.0,716.0,10.0,1594.0,290.0,494.0,799.0,
59053,Kings,57.0,11.0,29.0,380.0,0.0,228.0,15.0,0.0,601.0,10.0,1331.0,243.0,409.0,669.0,
59054,Kings,58.0,9.0,40.0,394.0,3.0,222.0,13.0,0.0,611.0,9.0,1359.0,235.0,434.0,678.0,
59055,Kings,72.0,10.0,36.0,536.0,2.0,288.0,16.0,0.0,804.0,6.0,1770.0,304.0,572.0,886.0,
59056,Kings,88.0,24.0,72.0,626.0,2.0,286.0,28.0,0.0,912.0,11.0,2049.0,314.0,698.0,1024.0,
59057,Kings,106.0,31.0,52.0,605.0,2.0,403.0,27.0,0.0,973.0,14.0,2213.0,430.0,657.0,1110.0,
59058,Kings,59.0,11.0,15.0,203.0,2.0,142.0,2.0,0.0,300.0,6.0,740.0,144.0,218.0,370.0,
59059,Kings,34.0,8.0,29.0,418.0,1.0,105.0,4.0,0.0,519.0,3.0,1121.0,109.0,447.0,561.0,
59060,Kings,48.0,12.0,35.0,377.0,1.0,119.0,4.0,0.0,479.0,1.0,1076.0,123.0,412.0,539.0,
59061,Kings,16.0,23.0,0.0,12.0,1.0,29.0,1.0,0.0,6.0,,88.0,30.0,12.0,45.0,
59062,Kings,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,,10.0,3.0,2.0,5.0,
59063,Kings,30.0,13.0,7.0,66.0,5.0,388.0,9.0,0.0,426.0,,944.0,397.0,73.0,469.0,
59064,Kings,0.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,15.0,,30.0,11.0,4.0,15.0,
59065,Kings,34.0,6.0,34.0,395.0,1.0,156.0,8.0,0.0,563.0,9.0,1206.0,164.0,429.0,603.0,
59066,Kings,50.0,10.0,44.0,399.0,3.0,127.0,13.0,0.0,528.0,4.0,1178.0,140.0,443.0,588.0,
59067,Kings,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
59068,Kings,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
59069,Kings,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
